Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
3579par23_S129_L004_R2_001_fastq_gz	3579par23_S129_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	302419.0	39.9 Mbp	0.0	35-150	52.0	14.902172151881993	131.9359266448206	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3580par23_S130_L001_R1_001_fastq_gz	3580par23_S130_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	81825.0	11.4 Mbp	0.0	35-150	53.0	12.805377329666973	139.93950504124658	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L001_R2_001_fastq_gz	3580par23_S130_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	81825.0	11.5 Mbp	0.0	35-150	53.0	16.03177512985029	140.22488237091355	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L002_R1_001_fastq_gz	3580par23_S130_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	77040.0	10.7 Mbp	0.0	35-150	53.0	13.093198338525442	139.7753764278297	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L002_R2_001_fastq_gz	3580par23_S130_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	77040.0	10.8 Mbp	0.0	35-150	53.0	16.44730010384216	140.10695742471444	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L003_R1_001_fastq_gz	3580par23_S130_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	84354.0	11.8 Mbp	0.0	35-150	53.0	12.722573914692841	139.77614576665007	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L003_R2_001_fastq_gz	3580par23_S130_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	84354.0	11.8 Mbp	0.0	35-150	53.0	15.574839367427746	140.02699338502026	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L004_R1_001_fastq_gz	3580par23_S130_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	79095.0	11 Mbp	0.0	35-150	53.0	12.919906441620835	139.7989885580631	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3580par23_S130_L004_R2_001_fastq_gz	3580par23_S130_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	79095.0	11.1 Mbp	0.0	35-150	53.0	16.14008470826222	140.12412921170744	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3581par23_S131_L001_R1_001_fastq_gz	3581par23_S131_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	780034.0	112.2 Mbp	0.0	35-150	50.0	7.713381724386373	143.54334298248537	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L001_R2_001_fastq_gz	3581par23_S131_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	780034.0	112.3 Mbp	0.0	35-150	50.0	10.459031272995793	143.68062289592504	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L002_R1_001_fastq_gz	3581par23_S131_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	737370.0	106.1 Mbp	0.0	35-150	50.0	7.8481630660319786	143.5903088001953	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L002_R2_001_fastq_gz	3581par23_S131_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	737370.0	106.2 Mbp	0.0	35-150	50.0	10.73816401535186	143.74588605449097	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L003_R1_001_fastq_gz	3581par23_S131_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	805522.0	115.9 Mbp	0.0	35-150	50.0	7.635297359972788	143.60101896658315	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L003_R2_001_fastq_gz	3581par23_S131_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	805522.0	116 Mbp	0.0	35-150	50.0	10.0861304843319	143.71804991049282	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L004_R1_001_fastq_gz	3581par23_S131_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	757948.0	109 Mbp	0.0	35-150	50.0	7.838928264208099	143.4928543910664	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3581par23_S131_L004_R2_001_fastq_gz	3581par23_S131_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	757948.0	109.1 Mbp	0.0	35-150	50.0	10.647828083193042	143.63714529228918	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L001_R1_001_fastq_gz	3582par23_S132_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	144097.0	20.9 Mbp	0.0	35-150	52.0	11.186908818365406	144.99328924266294	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L001_R2_001_fastq_gz	3582par23_S132_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	144097.0	20.9 Mbp	0.0	35-150	52.0	14.23485568748829	145.1266438579568	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L002_R1_001_fastq_gz	3582par23_S132_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	134521.0	19.5 Mbp	0.0	35-150	52.0	11.297120895622244	145.0230670304265	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L002_R2_001_fastq_gz	3582par23_S132_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	134521.0	19.5 Mbp	0.0	35-150	52.0	14.402212293991273	145.17598739230306	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L003_R1_001_fastq_gz	3582par23_S132_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	149431.0	21.7 Mbp	0.0	35-150	52.0	10.742081629648466	145.019052271617	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L003_R2_001_fastq_gz	3582par23_S132_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	149431.0	21.7 Mbp	0.0	35-150	52.0	13.785626811036533	145.14461524047888	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L004_R1_001_fastq_gz	3582par23_S132_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	138429.0	20.1 Mbp	0.0	35-150	52.0	11.013588193225408	144.99191643369525	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3582par23_S132_L004_R2_001_fastq_gz	3582par23_S132_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	138429.0	20.1 Mbp	0.0	35-150	52.0	14.151658973192033	145.11774266952733	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3583par23_S133_L001_R1_001_fastq_gz	3583par23_S133_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	286028.0	35.6 Mbp	0.0	35-150	52.0	13.785014054568084	124.29295733284853	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3583par23_S133_L001_R2_001_fastq_gz	3583par23_S133_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	286028.0	35.7 Mbp	0.0	35-150	52.0	16.225334582628275	124.93867733228915	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3583par23_S133_L002_R1_001_fastq_gz	3583par23_S133_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	267317.0	33.4 Mbp	0.0	35-150	52.0	14.007339600549159	124.7942031370994	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3583par23_S133_L002_R2_001_fastq_gz	3583par23_S133_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	267317.0	33.5 Mbp	0.0	35-150	52.0	16.547395040345357	125.44837028696267	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3583par23_S133_L003_R1_001_fastq_gz	3583par23_S133_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	292911.0	36.5 Mbp	0.0	35-150	52.0	13.731474748302386	124.69816770281759	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3583par23_S133_L003_R2_001_fastq_gz	3583par23_S133_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	292911.0	36.7 Mbp	0.0	35-150	52.0	15.912000573553058	125.22895009064187	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3583par23_S133_L004_R1_001_fastq_gz	3583par23_S133_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	273715.0	34.1 Mbp	0.0	35-150	52.0	14.053303618727508	124.48655718539356	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3583par23_S133_L004_R2_001_fastq_gz	3583par23_S133_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	273715.0	34.2 Mbp	0.0	35-150	52.0	16.475531118133826	125.09649087554573	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L001_R1_001_fastq_gz	3584par23_S134_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	171420.0	23.9 Mbp	0.0	35-150	53.0	11.397153190992883	139.27415120756038	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L001_R2_001_fastq_gz	3584par23_S134_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	171420.0	23.9 Mbp	0.0	35-150	53.0	13.67810057169525	139.46782755804458	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L002_R1_001_fastq_gz	3584par23_S134_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	160675.0	22.4 Mbp	0.0	35-150	54.0	11.625953010735959	139.25845962346352	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L002_R2_001_fastq_gz	3584par23_S134_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	160675.0	22.4 Mbp	0.0	35-150	53.0	13.705305741403453	139.4971650847985	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L003_R1_001_fastq_gz	3584par23_S134_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	176345.0	24.6 Mbp	0.0	35-150	54.0	11.208710198758116	139.34065610025803	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L003_R2_001_fastq_gz	3584par23_S134_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	176345.0	24.6 Mbp	0.0	35-150	53.0	13.091383367830106	139.54291303978	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L004_R1_001_fastq_gz	3584par23_S134_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	166357.0	23.2 Mbp	0.0	35-150	54.0	11.483736782942708	139.2691019915002	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3584par23_S134_L004_R2_001_fastq_gz	3584par23_S134_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	166357.0	23.2 Mbp	0.0	35-150	53.0	13.66879662412763	139.4885757737877	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L001_R1_001_fastq_gz	3585par23_S135_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	314509.0	45.3 Mbp	0.0	35-150	52.0	9.691296592466353	143.91249534989458	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L001_R2_001_fastq_gz	3585par23_S135_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	314509.0	45.4 Mbp	0.0	35-150	52.0	12.679128419218527	144.06173432238822	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L002_R1_001_fastq_gz	3585par23_S135_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	296108.0	42.7 Mbp	0.0	35-150	52.0	9.846069677279912	144.02016493981927	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L002_R2_001_fastq_gz	3585par23_S135_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	296108.0	42.7 Mbp	0.0	35-150	52.0	12.880773231388549	144.17577032704284	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L003_R1_001_fastq_gz	3585par23_S135_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	324631.0	46.8 Mbp	0.0	35-150	52.0	9.556388638176884	144.0039552599721	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L003_R2_001_fastq_gz	3585par23_S135_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	324631.0	46.9 Mbp	0.0	35-150	52.0	12.275167805908863	144.12412554561948	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L004_R1_001_fastq_gz	3585par23_S135_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	304219.0	43.8 Mbp	0.0	35-150	52.0	9.758759314835693	143.92739769705378	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3585par23_S135_L004_R2_001_fastq_gz	3585par23_S135_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	304219.0	43.9 Mbp	0.0	35-150	52.0	12.964673475358213	144.06096594887237	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
